text,outcome
Coronavirus was found in meat (mutton).,fake
People who have received flu vaccines in the past three to five years will “probably test positive” for COVID-19.,fake
A video of body bags being dumped in a ditch shows the â€œsituation in Italyâ€ due to the coronavirus.,fake
Prince Charlesâ€™ recovery from COVID-19 is suspicious; it is proof that a vaccine already exists.,fake
An image showing a vegetable market where vendors are properly following the social distancing is from India.,fake
Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,fake
Chinese citizens join Muslim prayers because of a fear of coronavirus.,fake
A poem about people staying home was written by Kathleen Oâ€™Mara in 1869.,fake
Christine Lagarde says the elderly are living too long.,fake
"On WhatsApp, Facebook and Twitter, a text is presented as a translation into Spanish of an editorial in The Washington Post by Desmond Brown, which states, â€œEither wild capitalism dies, or human civilization dies.â€",fake
"The headline claims that the Macedonian Minister of Health, Venko Filipce, after a party order of the President of SDSM, Zoran Zaev, prepared a protocol for the election campaign in the middle of the coronavirus crisis.",fake
Illuminati controlled U.S. government; coronavirus caused by 5G.,fake
"A picture which would show a mother and her premature baby in a hospital, both infected with Covid-19.",fake
â€œFood contributionâ€ campaign using the UN logo.,fake
Unrelated Videos Used to Show Coronavirus Patients Killed in China,fake
Harvard professor Charles Lieber was arrested for creating the coronavirus and selling it to China.,fake
"Tedros Adhanom Ghebreyesus, Director-General of the WHO, is against social distancing.",fake
Says Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,fake
"Germany cancels strict quarantine and opens shops, museums, libraries, zoos.",fake
Brazilian president Jair Bolsonaro said that beneficiaries of R $ 600 emergency aid to mitigate the effects of the COVID-19 pandemic â€˜do not like to workâ€™.,fake
Health care workers union â€œsuddenly finds a stash of 39 million face masks.â€,fake
Central indian government likely to reduce the age of retirement of government employees to 50.,fake
Indiaâ€™s Ministry of Home Affairs banning citizens from posting about the new coronavirus on social media.,fake
About 500 lions have been released on the streets of Russia to stop people going out during the coronavirus pandemic.,fake
"Vibrations, including those coming from emotions, can kill the new coronavirus.",fake
"Home treatment based in ivermectin, chloroquine, azithromycin and vitamins can cure the infection caused by the novel coronavirus.",fake
Sambit Patra Shares Clipped Video of Rahul Gandhi to Mock Him,fake
Japanese Nobel laureate Tasuku Honjo declared that coronavirus is man-made and is created by China.,fake
Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,fake
"A case of the novel coronavirus was registered in a hospital in Maranhão, Brazil.",fake
The COVID-19 pandemic “was set up in a meeting” in 2019 sponsored by the Bill & Melinda Gates Foundation.,fake
A post says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”,fake
Trumpâ€™s effort to blame Obama for sluggish coronavirus testing.,fake
Maharashtra (India)â€™s CM Uddhav Thackeray announced reimplementation of lockdown.,fake
Belgium’s health minister banned sex inside or with 3 or more people.,fake
"A Facebook user made a post saying that â€œGhana has recorded 1,500 cases of coronavirus.â€",fake
"An image of several bodies laying on the ground went viral on social media, where it is claimed that they are victims of the coronavirus in Ecuador.",fake
"According to the Mexican Health secretary, President AndrÃ©s Manuel LÃ³pez Obrador has COVID-19.",fake
People driving cars and motorcycles without masks will receive traffic tickets in Brazil.,fake
Photos show a well-stocked vegan shelf while other items are cleared out.,fake
Old Heatwave Map Used as Sound Waves Recorded During Janata Curfew,fake
Hundreds of Italian families are running away from the virus to Africa.,fake
A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home.,fake
"5,000 million Rupees fund allocated by Telangana CM KCR for coronavirus prevention is entirely funded by Central Government.",fake
A video of an overcrowded Shramik train claimed to be from Mumbai travelling to West Bengal.,fake
Busting False Claims in Viral Clip of US Docs Talking About COVID,fake
"Hoax: No, a COVID-19 Doctor Wasn’t Killed by an ‘Islamist’ Mob",fake
Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,fake
Breathing in the water vapor kills the novel coronavirus.,fake
"Dr. Anthony Fauci ""has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”",fake
Actor Chuck Norris died of COVID-19.,fake
"It s good to catch COVID-19 in the summer, as it is less aggressive",fake
Wearing a mask can cause a fungal infection.,fake
"“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”",fake
U.S. hospital laboratories falsify COVID-19 tests to inflate the number of positive results. Nurses sent unused swabs for COVID-19 testing and they all came back positive.,fake
Russia released 500 lions to ensure people would stay inside houses.,fake
Usefulness of homemade chlorine wipes.,fake
Eating salt on the onion will eliminate the coronavirus.,fake
"“Confirmed cases” of the novel coronavirus or 2019 nCoV were recorded at the Philippine Bank of Communications (PBCom) Tower in Makati City, according to a message that circulated Friday, Jan. 24.",fake
Someone asking people not to use air conditioning in hot weather as heat will kill the coronavirus.,fake
This video shows workmen uncovering a bat-infested roof in the US state of Florida in 2011.,fake
"The Russian president, Putin, has left 800 lions outside to make people stay in their homes.",fake
This video shows dead coronavirus victims amassed in the Bergamo (or Brescia) hospital.,fake
$3 trillion for federal coronavirus stimulus packages is â€œbeing borrowed basically from China.â€,fake
Claim that official data show that there were more deaths in Italy in 2019 than in 2020.,fake
Restrictions to transit by your ID-number due to coronavirus.,fake
Sulfur dioxide pollution in Wuhan reveals that China is burning bodies of victims.,fake
The coronavirus antivirus was discovered by Israeli and Chinese doctors.,fake
Philippine President Rodrigo Duterte said China has highest COVID-19 death toll as of 4/3/2020.,fake
300.000 people are infected with the new coronavirus in China.,fake
There is a microchip in Mexico to diagnose COVID-19.,fake
An audio clip claims Kenya has recorded 63 cases of COVID-19.,fake
Myanmar health minister mentions that a vaccine for COVID-19 was found.,fake
"The Gates Foundation â€œtested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.â€",fake
"Social media posts and online articles shared tens of thousands of times claim that the foundation of billionaire philanthropist Bill Gates tested a polio vaccine in India that left at least 490,000 children paralyzed.",fake
"The WHO stated that asymptomatic spread of COVID-19 is â€œvery rareâ€, therefore physical distancing and face masks are not necessary.",fake
A message claimed that the Indian government plans to ease down the lockdown restrictions imposed in the country in five stages.,fake
"ID2020 program is looking for world control and the mayor of MedellÃ­n, Colombia, is part of the plot.",fake
A video has been viewed thousands of times in multiple posts on Facebook and Twitter alongside a claim it shows a Muslim politician in India urging a police officer to open a mosque in order to allow people to pray during the nationwide COVID-19 lockdown.,fake
"Publications that state that â€œthe new vaccine contains digitizable â€˜RNAâ€™â€, an alleged â€œreplicant that is activated by 5Gâ€ and that is why â€œthe virus can be reactivated after the patient recoversâ€",fake
"The video shows lockdown violation, Muslims offering namaz on roadside.",fake
Video recorded by a Muslim resident in Spain who accumulates supplies for coronavirus,fake
There are more than 6 000 coronavirus infections in Ukraine. The government hides the real numbers.,fake
Summer temperatures will make coronavirus disappear.,fake
The known professor Charles Lieber of Harvard was arrested because he sold the SARS-CoV-2 virus to the Chinese government for 15 million dollars.,fake
"Orange, lemon and honey prevent from being infected by coronavirus.",fake
"A picture showing many hospital beds, with patients on it, concentrated in very small area. The caption states that this is how public health was like in Brazil, in 2016, but the media never talked about it.",fake
A coronavirus case was confirmed in the Istanbul Medical School Hospital.,fake
The image shows a daughter crying for her coronavirus infected mother who struggling for her life.,fake
Mustard Oil  Helps Fight COVID? Ramdev’s Claim Lacks Medical Proof,fake
Mexican companies are giving 4G as a gift because of the quarantine.,fake
Gujarat Woman Killed Daughters & Self Due to Hunger? Fake Alert!,fake
A report from the Georgia Institute of Technology links 5G to the immune system and coronavirus.,fake
A picture of a reporter in protective medical gear is an example of how the American media â€œhypesâ€ the COVID-19 pandemic.,fake
Story claims to show a little girl who died of COVID-19.,fake
Novel coronavirus can be eliminated by drinking lots of water and gargling with warm water mixed with salt or vinegar.,fake
"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",fake
“The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”,fake
Claim that scientists from John Hopkins University say that one can protect oneself against the new coronavirus with warm water and Listerine.,fake
"Did A Biological Researcher Ask Ronaldo, Messi To Find COVID-19 Cure?",fake
Japanese Nobel Tasuku Honjo says coronavirus was created in the Wuhan laboratory,fake
The new coronavirus is a biological weapon.,fake
"A photo taken by a journalist showing a beach in Jacksonville, Florida, isnâ€™t from after the government reopened the beach as news reports have claimed.",fake
"SARS-CoV-2 has insertions of HIV which means the virus was fabricated in a laboratory, according to Luc Montagnier.",fake
Multiple Facebook posts shared hundreds of times claim that Bill Gates’ “ultimate goal” is to “microchip the [COVID-19] vaccine” to create “virtual IDs”. The posts also claim the billionaire philanthropist was in New Zealand in May and June 2020 “to test and trial the COVID-19 vaccine”.,fake
A photo set on Facebook shows several countries mobilizing their military to maintain public order during the COVID-19 pandemic.,fake
Video shows brazilian military police officers saluting protesters against isolation measures in São Paulo.,fake
A patent that is being shared to claim COVID-19 is old.,fake
An Italian officer killed himself to prevent the police from taking him to quarantine after suffering a COVID-19 infection.,fake
The label on Dettol disinfectant spray claims it is proven to “kill coronavirus;” the company knew about the new strain since 2019.,fake
â€œItâ€™s actually the safest time to fly.â€,fake
A photo claimed that a Lithuanian town of Mazeikiai is being cut off from the rest of the country due to outbreak of COVID-19.,fake
Substances present in the boldo and in the quina plant treat COVID-19.,fake
"Madrid enables 915,038,030 to request prescription drugs.",fake
A post says that a vaccine for the new coronavirus will be available in a few days.,fake
â€œWeâ€™ve tested more than every country combined.â€,fake
Ventura County public health director say that the California county will be forcibly moving people infected with COVID-19 out of their homes into quarantine.,fake
Filipina actress Angel Locsin â€œtested positiveâ€ for the coronavirus after conducting several relief operations.,fake
The atheist Italian doctor Julian Urban and his colleagues have converted to Christianity in the wake of the COVID-19 crisis.,fake
"A claim on Facebook that began to circulate around Wednesday, 3/25/20, says putting a peeled onion in any room can remove â€œall viruses and bacteria including coronavirus.â€",fake
A chain lists recommendations to prevent and treat coronavirus.,fake
Chlorine dioxyde is the cure for COVID-19.,fake
Some people have stopped electricity during night time in Dilsukhnagar (Hyderabad) and scattered currency notes on the road to spread coronavirus.,fake
The NBA is asking President Donald Trump to â€œresign or weâ€™ll never play again.â€,fake
Video and photo show that Indonesian President Jokowi attended a concert during the COVID-19 Pandemic,fake
Alleged resignation of the ministry of health in Costa Rica.,fake
“The Simpsons” predicted the new coronavirus outbreak.,fake
The coronavirus outbreak is caused by 5G technology.,fake
"If you are infected with the new coronavirus, for high fever you should not take Ibuprofen (Brufen) or Paracetamol. Adults should drink a strong black coffee every few hours.",fake
Wuhan coronavirus is a cross between the bat virus and the pig virus,fake
Coronavirus is caused by bat soup.,fake
Donald Trumpâ€™s claim that the USA had more testing than all other countries combined.,fake
A licensed guide from Rome and the Vatican named Katya tells what is really going on with the coronavirus epidemic in Italy.,fake
Document shows COVID-19 normalization plan prepared by the Presidency of Turkey,fake
Dr. Fauci says every American should be microchipped.,fake
Italian Prime Minister Conte has foregone 20% of his salary due to COVID-19.,fake
Maroole Online Forum website claiming that 14 of the 25 confirmed cases of COVID-19 announced on May 7 are Oromo political prisoners.,fake
A photo shows a 19-year-old vaccine for canine coronavirus that could be used to prevent the new coronavirus causing COVID-19.,fake
The Italian Prime Minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to God to “rescue your people.”,fake
A Facebook post by NEWSFLASHNG.COM posits that the late Mallam Abba Kyari died from ulcer and not coronavirus as is generally believed.,fake
Portuguese university discovered the cure for COVID-19.,fake
Image showing a mother hugging her baby infected with COVID-19 inside a laminar airflow room.,fake
Gargling with hot water and salt can prevent COVID-19.,fake
It is recommended to disinfect everything you buy with bleach to prevent infection from the coronavirus.,fake
Some portals published a photo that they claim was taken on the buses of the Public Transport Company in Skopje. The photo shows a person in protective equipment in a public transport. And that was enough for someone to claim that this is how the buses in Skopje are disinfected against the coronavirus in the presence of passengers.,fake
Jimmy Kimmel tweeted a video which said VP Mike Pence carried empty PPE boxes.,fake
Contagion' Film Scene Shared As Mass Burial Of Coronavirus Victims,fake
"An image shows Muslims queueing to get into a mosque, standing closer than two metres apart, after the lockdown was announced.",fake
Thailand is successfully curing coronavirus patients with marijuana.,fake
"Photo shows Italians prostrating themselves and praying to Allah, during the coronavirus crisis.",fake
Maduro decreed three months of quarantine.,fake
The novel coronavirus “will not spread” in the Philippines due to the country’s high temperature and relatively high humidity.,fake
"Articles claiming the World Bank has applauded Tanzaniaâ€™s anti-coronavirus policies have been widely shared, with one attracting thousands of interactions on Facebook. The publications claim the East African country was singled out for praise in a report for implementing â€œunique policiesâ€ in the fight against the novel coronavirus.",fake
COVID-19 is immune to organisms with a pH greater than 5.5.,fake
Photo of Couple at Airport Shared as Italian Doctors' Last Moments,fake
Image shows people falling on the streets of Wuhan.,fake
A video shows crows are flocking to Wuhan.,fake
"The Federal Bureau of Investigation (FBI) arrested billionaire Bill Gates on charges of biological terrorism after he allegedly created the novel coronavirus, the virus that causes COVID-19.",fake
"In the Philippines, Senator Manny Pacquiao was the only senator who responded to the coronavirus crisis.",fake
"franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",fake
A woman drowned her children as she could not provide them food during the lockdown in India.,fake
McDonaldâ€™s is reopening in the UK from Monday 6 April.,fake
The first dog was infected with coronavirus.,fake
The prime minister of Australia was caught on video pretending to receive a vaccine against COVID-19.,fake
"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",fake
Screenshot shows 109 coronavirus cases in a Caliâ€™s neighborhood in Colombia.,fake
The army is requisitioning coronavirus protection material in Catalonia.,fake
Former Sri Lankan state minister Nalin Bandara was charged for making liquor at his Kuliyapitiya house.,fake
“People are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!”,fake
Elderly COVID-19 patients won’t have access to respirators,fake
El Pais said there is a possible case of coronavirus at the hospital Gregorio MaraÃ±Ã³n in Spain.,fake
"Several versions of a message saying that, according to Italian doctors, the SARS-CoV-2 virus was being â€œbadly fought againstâ€, since the cause of death would not be pneumonia, but rather â€œDisseminated Intravascular Coagulation (thrombosis)â€.",fake
"A Chinese person, who was taken from Kansai airport (in Osaka, Japan) to a hospital, has run away before they could be tested.",fake
Indian Industrialist Ratan Tata says that the countryâ€™s economy will bounce back after coronavirus.,fake
The COVID-19 pandemic caused the death of 0.003% of the world population.,fake
"In Spain, La Paz, Gregorio Marañon or 12 de Octubre hospitals are closing because the are over capacity.",fake
"The President of Guatemala, Alejandro Giammattei assured that the case-fatality rate of the COVID-19 pandemic in the country was one third of that of the world.",fake
Video shows Dean of Kasturba Hospital telling gargling with salt water kills coronavirus.,fake
"A picture with a quote from doctor Vincenzo Puro, who allegedly said that asymptomatic people cannot infect others, that the virus is not lethal and that the pandemic is a â€œhoaxâ€.",fake
â€œThe Eyes of Darknessâ€ predicted the coronavirus outbreak.,fake
"In Sri Lanka, Sathosa Supermarket trucks bearing the image of former PM Mahinda Rajapaksa are being used to distribute food during current COVID-19 curfew. Text condemns the act by mentioning how ethical is it to carry out such acts during this difficult time and gain political advantage.",fake
President Donald Trump attending the recital of Quran verses to fight coronavirus.,fake
Coronavirus survives in wine and there is evidence that drinking it is beneficial.,fake
"Video of an elderly woman, struggling to breathe, lying over what seems to be a plastic bag. According to the post, she was inside a bag at a hospital morgue and was rescued by her relatives.",fake
President Vucic claims that no one said coronavirus is the â€œfunniestâ€ virus.,fake
An image in which it is stated that kisses and hugs do not increase the risk of transmission of covid-19.,fake
"You can cure coronavirus with lemon, garlic and avocado because of its pH level.",fake
Video allegedly exposing coronavirusâ€™s secrets.,fake
Law firm prepares anti-government lawsuit for coronavirus mass murder in Spain.,fake
PCR Tests cannot show the novel coronavirus.,fake
"As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.",fake
Video shows bodies on the streets saying that this is the current situation in Italy.,fake
Fever is a necessary symptom to detect a coronavirus patient.,fake
Coronavirus was found in horses.,fake
"A worker at the Prince hotel in Mehdipatnam (Hyderbad, India) has tested positive for coronavirus.",fake
Vladimir Putin released 500+ lions on the streets of Russia to ensure that people stay indoors during the coronavirus pandemic.,fake
The WHO recommended that all countries go into quarantine to combat COVID-19.,fake
Brazilian government releases R$ 470 for people in Bolsa Família (poverty addressing program) to buy masks and hygiene products.,fake
Gargling with lukewarm water mixed with salt/vinegar will remove coronavirus.,fake
WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..,fake
Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses.,fake
A post that indicates that Spanish doctors say that face masks donâ€™t work outdoors.,fake
You can monitor yourself for COVID-19 with a breath test.,fake
A Muslim boy is spitting on bread slices to spread coronavirus.,fake
Artemisia herbal tea was certified by WHO as a cure for COVID-19.,fake
The new Nightingale Hospital in London wants people to post it home-made art to brighten up the walls.,fake
A video shows how Indian police frightened those who disobeyed the lockdown measure by putting people in an ambulance with a COVID-19 patient.,fake
Dr. Megha Vyas from Pune died of COVID-19.,fake
This coronavirus-infected patient reached to Dr. Vinod Kumar but he wasnâ€™t given the treatment. He was later referred to Bhagalpur. It further states that one should avoid meat and fish for 3 months and wear mask to protect yourself from coronavirus.,fake
"Video of a heartbreaking story of an Italian/Greek couple. Regardless of the risk of getting infected, a guy took off his protective suit and kissed his fiancee. They both died on March 25.",fake
President of the Philippines Rodrigo Duterte ordered a mandatory “no work with pay” policy for one month.,fake
The health insurance fee in South Korea will increase because of the treatment cost for Chinese patients.,fake
"A claim has been shared thousands of times on Facebook and Twitter in Sri Lanka that the ruler of Sharjah, one of the seven emirates of the United Arab Emirates (UAE), banned burials of people who died after contracting the novel coronavirus.",fake
A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19,fake
"Axel Kicillof (Governor of the Province of Buenos Aires, Argentina): â€œRight now [there is] a strict quarantine in Barcelonaâ€",fake
A WhatsApp message that ensures that the coronavirus attacks hemoglobin in the blood and not the lungs.,fake
"Spanish scientist (and former minister for agriculture) says that people should go to Ronaldo or Messi for the cure, as they are better paid.",fake
"A PDF document, allegedly from the Spanish Civil Guard, details â€œopening activitiesâ€ during the state of emergency for the coronavirus and under what conditions their mobility to carry them out is justified.",fake
"A picture of a girl being kicked by a police officer on a motorbike. In the caption, it says the pictures was taken in the state of CearÃ¡, Brazil, during a protest against lockdown.",fake
Cristiano Ronaldo is going to transform his hotels into hospitals.,fake
Two American doctors demonstated through a scientific study that COVID-19 is a very simple disease that does not warrant the extreme public safety measures that have been employed worldwide.,fake
COVID-19: Morphed Image Used to Claim ‘Wilson’ Gifted to Tom Hanks,fake
A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.,fake
Actor Vijayâ€™s father criticized government for enforcing a curfew to abate COVID-19.,fake
"Chinese Government requests court permission to kill 20,000 coronavirus patients.",fake
The claim was that the huge rally of eople in Ahmedabad for Namaste Trump rally was behind more coronavirus cases in the state of Gujarat in India,fake
Inhaling eucalyptus prevents or eliminates the new coronavirus,fake
"Details of three coronavirus positive cases reported in Kothapet (Hyderabad, India).",fake
The photo of a pornography actor is used to represent a health professional.,fake
"Social media commentaris claim a murder of a 37-year-old Chinese researcher studying COVID-19 at the University of Pittsburgh in early May could be a cover-up as he was about to reveal important findings, possibly the U.S. origin of the coronavirus.",fake
Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.,fake
"The death of Kobe Bryant overshadowed the news that an American drugmaker was hustling to make a vaccine for coronavirus, and 200 people died of COVID-19 in August 2019 in the USA.",fake
Italians throw money on the streets.,fake
A study shows that COVID-19 asymptomatics are not contagious.,fake
Bill Gates patented the Sars-cov2 vaccine in 2014.,fake
Philippine Presidential Spokesperson Salvador Panelo said South Korea imposed a “total lockdown” to control the spread of COVID-19.,fake
"In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat COVID-19, and a vaccine for the disease can be extracted from the substances too.",fake
"In North Korea, a person was allegedly shot by local authorities when he violated the quarantine rule and went to a public restroom.",fake
"Years ago, there was a hand sanitizer active against Sars-Cov-2.",fake
A COVID-19 test in Germany is 37 times cheaper than in Croatia.,fake
"A viral text based image post claiming that 5,000 from Italy were infected by mobile phone covers, quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone covers.",fake
The Disaster Management Act 2005 is going to be implemented in India; no citizen is allowed to post any update or share any forward related to COVID-19.,fake
We did a Q&A on the facts about the coronavirus.,fake
A video of fire is shared with the claim that a fire erupted at Solapur Airport in Maharashtra state due to firecrackers on 4/5/20 at 9p.m.,fake
"This is Not Corona-Hit Italy, the Photos are of Croatia Earthquake",fake
"Sambit Patra Accuses Cong of ‘Bus Fraud’, But Gets His Facts Wrong",fake
Italy official Giulio Gallera: China lies to us. The date China provided is false. Italy has become Wuhan and the medical system has a breakdown.,fake
"No, Nostradamus Did Not Predict The Spread of Novel Coronavirus",fake
"Drinking unsweetened black tea before the sun rises cures coronavirus. This was prophetised by a newborn baby, who died shortly after uttering the cure.",fake
"Teresa RodrÃ­guez, Andalusian left-party leader, wants to â€œtake savings from citizensâ€ to create a public bank.",fake
“Children don’t seem to be getting this virus”,fake
Video of empty hospitals is proof that the pandemic is not real.,fake
Indore (a city in India) police beat up the people who had pelted stones on a team of doctors when the doctors were visiting a place to screen a patient for coronavirus.,fake
Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.,fake
"Says Nevada Gov. Steve Sisolak ""has banned the use of an anti-malaria drug that might help cure coronavirus.”",fake
American scientist Judy Mykowitz exposes facts about the US administration regarding coronavirus and accuses the US military of fabricating it in conjunction with the Wuhan Chinese laboratory.,fake
Green tea can cure COVID-19.,fake
Ivermectine destroys coronavirus in 48 hours.,fake
Map of the spread of coronavirus In the coming months.,fake
A Brazilian broker who works at Nasdaq has recored a video defending Brazilian president Jair Bolsonaro.,fake
Zee News claims that lockdown will apply again from 15 June in India.,fake
Images with claims that Myanmar government should send COVID-19 quarantine people to these buildings in Rakhine state.,fake
Coronavirus has been found in crab legs.,fake
"South Sudan President Salva Kiir and his first deputy Riek Machar recently became targets of tit-for-tat claims on Facebook alleging they had flown to foreign countries for COVID-19 treatment. For four days, rumours about the two men — bitter rivals since the 2013 civil war — flew thick and fast on social media.",fake
Image of Gulbarga car festival held during lockdown this year.,fake
Image of Pakistani youth protesting for hydroxychloroquine.,fake
3.000 people from Elche (Spain) are infected with the coronavirus after coming back from Milanâ€™s international footwear industry fair.,fake
A Chinese woman in Mombasa was attacked and killed after showing flu-like symptoms and refusing to go to hospital.,fake
"No, Employer Did Not Hide Work From Home Advice On COVID-19 Poster",fake
Jair Bolsonaro has the new coronavirus.,fake
"The governor of Rio de Janeiro is paying a special COVID-19 monthly allowance, of BRL 836.00, to all inmates in the state. Meanwhile, the emergency COVID-19 for poor people who are not convicted criminals is only BRL 600.",fake
The Telangana government is distributing Ramadan gifts to Muslims during lockdown.,fake
Currency Notes Strewn in Indore to Spread COVID-19? It’s Fake News,fake
The survival rate for COVID-19 is 98.54% in the UK.,fake
"Multiple Facebook posts shared tens of thousands of times claim the novel coronavirus, which causes the disease COVID-19, has infected far fewer people than the H1N1 virus, or swine flu, but â€œmedia hysteriaâ€ has prompted an overblown response.",fake
"The Minister of Defense of Japan posted a tweet to thank Taiwan for donating 500,000 face masks.",fake
President Trumpâ€™s claim that he inherited no ventilators from the Obama administration.,fake
Prime Minister of Latvia claims that one third of Covid-19 EUR 2 billion recovery budget is planned for unemployment support and other benefits.,fake
"Two men robbed gold and money, asking the victim to put on a mask.",fake
“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,fake
"Video shows a large crowd in the marketplace at Muhammad Ali road, Mumbai violating current COVID-19 lockdown in India.",fake
Local news channel in Ecuador confirms more people are infected with coronavirus.,fake
"A video has been viewed hundreds of thousands of times on Facebook, Twitter and YouTube which claims that eating papaya salad can help to prevent infection from the novel coronavirus, which causes the disease COVID-19.",fake
Autopsies performed by the Italians showed that COVID-19 is not pneumonia-like. COVID is disseminated intravascular coagulation (thrombosis). So the way to combat it is with antibiotics.,fake
Various graphics in the form of quote cards show personalities praising President of the Philippines Rodrigo Duterte for his administrationâ€™s response to the coronavirus outbreak. The quotes in some of these graphics also denounce Duterteâ€™s critics.,fake
People queue in Singapore for Halal food.,fake
Coronavirus patients in Italy are now on the streets because hospitals are no longer able to accommodate them.,fake
Man is spitting on a police officer to spread COVID-19 in India.,fake
Photo of an Indonesian plane full of passengers while it’s forbidden to take a flight home at the moment.,fake
This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.,fake
The prolonged use of masks can cause hypoxia.,fake
WHO director overstated COVID-19 fatality rate as higher than flu.,fake
A large Muslim crowd in the indian city of Haldwani stone pelted doctors when they tried to quarantine the Imam.,fake
"A picture which states that wearing a protective mask is a â€œslow, inescapable suicideâ€ because it leads to consuming a dangerous amount of carbon dioxide.",fake
The flu didn't kill any Americans this year.,fake
A post is circulating on Facebook of a supposed page of the argentine bank â€œBanco Provinciaâ€ that requests access to a link to re-enter personal data for alleged problems in home banking linked to the COVID-19 crisis.,fake
Video of a road traffic control in China to detect people infected with coronavirus.,fake
Captions on a reuploaded video about the U.S. approving Remdesivir for emergency use say the drug will â€œend COVID-19.â€,fake
The video of doctors singing â€œResistirÃ©â€ with guitar and face masks happened in Mexico.,fake
"Mike Ryan, director of the WHO, said isolation measures worsen the pandemic.",fake
The COVID-19 lockdown measures were a waste of time. It caused more deaths than it saved.,fake
Multiple Facebook and Twitter posts shared thousands of times by Australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.,fake
"South African food production company Unilever, commercial bakery Sasko and rice producers Tastic are closing down production, as a result of the coronavirus lockdown across the country.",fake
18 Italian people are illegally entering the Ivory Coast to flee the coronavirus.,fake
The lab from which the coronavirus originated has a similar symbol as the lab responsible for a mass outbreak in the Resident Evil games.,fake
The antibiotic azithromycine is really efficient against COVID-19.,fake
Yet Another Mock Drill Shared as COVID-19 Case in Jail Premises,fake
"When the first group of Japanese evacuated from Wuhan to Tokyo, each evacuee took one ambulance.",fake
Brazailian parliament went to a hospital that should take in COVID19 patients and found it was empty.,fake
“It’s not the coronavirus that’s killing people. It is the economy.”,fake
"Tens of thousands of people who are victims of the coronavirus have died in China, and this is proven by maps of Wuhan released online that show a massive burning of corpses.",fake
Germany refused to take any help from China.,fake
Cuba has a vaccine against the coronavirus called Interferón.,fake
"Letter claiming that government had announced to give an allowance similar to the last drawn salary for the Sri Lankans who had returned to the country recently being stranded due to COVID-19. The letter drafted on the President Media letter-head had requested passport copy, salary particulars and bank details as instructed by Ministry of Foreign Affairs.",fake
“The coronavirus was engineered by scientists in a lab.”,fake
"1. Chinese Prime Minister Li Keqiang visited a mosque and seek protection to the country from coronavirus. 
2. Chinese president Xi Jinping visited a mosque in China after realizing the fact that only Allah can save China from this epidemic.",fake
Can Bathing In Hot Water Prevent COVID-19?,fake
Nancy Pelosi said â€œCongress shall not vote remotely because it is not secure!â€ while also saying that â€œAmericans should all vote for president by mail!â€,fake
"Javier Ortega Smith, from VOX, has said that he prefers to be infected by the new coronavirus than to “have homosexualism”.",fake
An image has been shared hundreds of times in multiple posts on Facebook which claim it shows a government text message about a new coronavirus contact-tracing app in Australia.,fake
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,fake
Coronavirus first infection In Jeddah..,fake
The new coronavirus vaccine has â€œdigitizable RNAâ€ that is â€œactivated by 5Gâ€ and can reactivate the virus.,fake
Girl infected with coronavirus found dead in her apartment in Delhi.,fake
"A post on Facebook criticizes the effectiveness of face masks in protecting the wearer from COVID-19, the disease caused by the novel coronavirus.",fake
WHO confirmed COVID-19 as airborne.,fake
Spain ex-King Juan Carlos I has the coronavirus.,fake
